Name,State,Type,Region
Amridge University,AL,Private,Southeast
Birmingham Southern College,AL,Private,Southeast
Faulkner University,AL,Private,Southeast
Huntingdon College,AL,Private,Southeast
Heritage Christian University,AL,Private,Southeast
Judson College,AL,Private,Southeast
Miles College,AL,Private,Southeast
University of Mobile,AL,Private,Southeast
Oakwood University,AL,Private,Southeast
Samford University,AL,Private,Southeast
Spring Hill College,AL,Private,Southeast
Stillman College,AL,Private,Southeast
Talladega College,AL,Private,Southeast
Tuskegee University,AL,Private,Southeast
United States Sports Academy,AL,Private,Southeast
Alaska Bible College,AK,Private,West
Alaska Pacific University,AK,Private,West
Embry-Riddle Aeronautical University-Prescott,AZ,Private,West
Ottawa University-Phoenix,AZ,Private,West
Prescott College,AZ,Private,West
Arizona Christian University,AZ,Private,West
Lyon College,AR,Private,Southeast
Central Baptist College,AR,Private,Southeast
Crowley's Ridge College,AR,Private,Southeast
Harding University,AR,Private,Southeast
Hendrix College,AR,Private,Southeast
John Brown University,AR,Private,Southeast
Ouachita Baptist University,AR,Private,Southeast
University of the Ozarks,AR,Private,Southeast
Philander Smith College,AR,Private,Southeast
Williams Baptist University,AR,Private,Southeast
Art Center College of Design,CA,Private,West
Azusa Pacific University,CA,Private,West
Bethesda University,CA,Private,West
Biola University,CA,Private,West
California Institute of Integral Studies,CA,Private,West
California Baptist University,CA,Private,West
California College of the Arts,CA,Private,West
California Institute of Technology,CA,Private,West
California Lutheran University,CA,Private,West
California Christian College,CA,Private,West
California Institute of the Arts,CA,Private,West
Chapman University,CA,Private,West
Concordia University-Irvine,CA,Private,West
San Diego Christian College,CA,Private,West
Claremont McKenna College,CA,Private,West
Columbia College Hollywood,CA,Private,West
Dominican University of California,CA,Private,West
Fresno Pacific University,CA,Private,West
Golden Gate University-San Francisco,CA,Private,West
Harvey Mudd College,CA,Private,West
Holy Names University,CA,Private,West
Humphreys University-Stockton and Modesto Campuses,CA,Private,West
John F. Kennedy University,CA,Private,West
American Jewish University,CA,Private,West
Life Pacific College,CA,Private,West
University of La Verne,CA,Private,West
Laguna College of Art and Design,CA,Private,West
Lincoln University,CA,Private,West
Southern California Seminary,CA,Private,West
La Sierra University,CA,Private,West
Loma Linda University,CA,Private,West
The Master's University and Seminary,CA,Private,West
Loyola Marymount University,CA,Private,West
Marymount California University,CA,Private,West
Menlo College,CA,Private,West
Mills College,CA,Private,West
Middlebury Institute of International Studies at Monterey,CA,Private,West
Mount Saint Mary's University,CA,Private,West
National University,CA,Private,West
Notre Dame de Namur University,CA,Private,West
Occidental College,CA,Private,West
Otis College of Art and Design,CA,Private,West
Hope International University,CA,Private,West
Palo Alto University,CA,Private,West
Pacific Oaks College,CA,Private,West
Pacific States University,CA,Private,West
Pacific Union College,CA,Private,West
University of the Pacific,CA,Private,West
Pepperdine University,CA,Private,West
Pitzer College,CA,Private,West
Point Loma Nazarene University,CA,Private,West
Pomona College,CA,Private,West
University of Redlands,CA,Private,West
Samuel Merritt University,CA,Private,West
University of San Diego,CA,Private,West
San Francisco Art Institute,CA,Private,West
San Francisco Conservatory of Music,CA,Private,West
University of San Francisco,CA,Private,West
William Jessup University,CA,Private,West
Santa Clara University,CA,Private,West
Scripps College,CA,Private,West
Shasta Bible College and Graduate School,CA,Private,West
Simpson University,CA,Private,West
Saint Mary's College of California,CA,Private,West
South Baylo University,CA,Private,West
Vanguard University of Southern California,CA,Private,West
Southern California Institute of Architecture,CA,Private,West
University of Southern California,CA,Private,West
Thomas Aquinas College,CA,Private,West
Westmont College,CA,Private,West
Whittier College,CA,Private,West
Woodbury University,CA,Private,West
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,Private,West
Colorado Christian University,CO,Private,West
Colorado College,CO,Private,West
University of Denver,CO,Private,West
Naropa University,CO,Private,West
Nazarene Bible College,CO,Private,West
Regis University,CO,Private,West
Albertus Magnus College,CT,Private,Northeast
University of Bridgeport,CT,Private,Northeast
Connecticut College,CT,Private,Northeast
Fairfield University,CT,Private,Northeast
University of Hartford,CT,Private,Northeast
Holy Apostles College and Seminary,CT,Private,Northeast
Mitchell College,CT,Private,Northeast
University of New Haven,CT,Private,Northeast
Quinnipiac University,CT,Private,Northeast
Sacred Heart University,CT,Private,Northeast
University of Saint Joseph,CT,Private,Northeast
Trinity College,CT,Private,Northeast
Wesleyan University,CT,Private,Northeast
Yale University,CT,Private,Northeast
Goldey-Beacom College,DE,Private,Northeast
Wesley College,DE,Private,Northeast
Wilmington University,DE,Private,Northeast
American University,DC,Private,Northeast
Catholic University of America,DC,Private,Northeast
Gallaudet University,DC,Private,Northeast
George Washington University,DC,Private,Northeast
Georgetown University,DC,Private,Northeast
Howard University,DC,Private,Northeast
Trinity Washington University,DC,Private,Northeast
The Baptist College of Florida,FL,Private,Southeast
Barry University,FL,Private,Southeast
Bethune-Cookman University,FL,Private,Southeast
Lynn University,FL,Private,Southeast
Carlos Albizu University-Miami,FL,Private,Southeast
Johnson University Florida,FL,Private,Southeast
Eckerd College,FL,Private,Southeast
Edward Waters College,FL,Private,Southeast
Embry-Riddle Aeronautical University-Daytona Beach,FL,Private,Southeast
Flagler College-St Augustine,FL,Private,Southeast
AdventHealth University,FL,Private,Southeast
Florida Institute of Technology,FL,Private,Southeast
Florida Memorial University,FL,Private,Southeast
Florida Southern College,FL,Private,Southeast
Hobe Sound Bible College,FL,Private,Southeast
Jacksonville University,FL,Private,Southeast
Luther Rice College & Seminary,GA,Private,Southeast
Trinity International University-Florida,FL,Private,Southeast
University of Miami,FL,Private,Southeast
Nova Southeastern University,FL,Private,Southeast
Palm Beach Atlantic University,FL,Private,Southeast
Ringling College of Art and Design,FL,Private,Southeast
Rollins College,FL,Private,Southeast
Saint Leo University,FL,Private,Southeast
Saint John Vianney College Seminary,FL,Private,Southeast
St. Thomas University,FL,Private,Southeast
Stetson University,FL,Private,Southeast
Southeastern University,FL,Private,Southeast
Talmudic College of Florida,FL,Private,Southeast
The University of Tampa,FL,Private,Southeast
Trinity Baptist College,FL,Private,Southeast
Trinity College of Florida,FL,Private,Southeast
Warner University,FL,Private,Southeast
Webber International University,FL,Private,Southeast
Agnes Scott College,GA,Private,Southeast
Point University,GA,Private,Southeast
Clark Atlanta University,GA,Private,Southeast
Berry College,GA,Private,Southeast
Beulah Heights University,GA,Private,Southeast
Brenau University,GA,Private,Southeast
Brewton-Parker College,GA,Private,Southeast
Covenant College,GA,Private,Southeast
Emmanuel College,GA,Private,Southeast
Emory University,GA,Private,Southeast
LaGrange College,GA,Private,Southeast
Life University,GA,Private,Southeast
Herzing University-Atlanta,GA,Private,Southeast
Mercer University,GA,Private,Southeast
Morehouse College,GA,Private,Southeast
Oglethorpe University,GA,Private,Southeast
Paine College,GA,Private,Southeast
Piedmont College,GA,Private,Southeast
Reinhardt University,GA,Private,Southeast
Savannah College of Art and Design,GA,Private,Southeast
Shorter University,GA,Private,Southeast
Spelman College,GA,Private,Southeast
Thomas University,GA,Private,Southeast
Toccoa Falls College,GA,Private,Southeast
Truett McConnell University,GA,Private,Southeast
Wesleyan College,GA,Private,Southeast
Young Harris College,GA,Private,Southeast
Chaminade University of Honolulu,HI,Private,West
Hawaii Pacific University,HI,Private,West
Boise Bible College,ID,Private,West
The College of Idaho,ID,Private,West
Northwest Nazarene University,ID,Private,West
Brigham Young University-Idaho,ID,Private,West
American Academy of Art,IL,Private,Midwest
American Islamic College,IL,Private,Midwest
School of the Art Institute of Chicago,IL,Private,Midwest
Augustana College,IL,Private,Midwest
Aurora University,IL,Private,Midwest
Blackburn College,IL,Private,Midwest
Blessing Rieman College of Nursing and Health Sciences,IL,Private,Midwest
Bradley University,IL,Private,Midwest
University of Chicago,IL,Private,Midwest
Columbia College Chicago,IL,Private,Midwest
Concordia University-Chicago,IL,Private,Midwest
DePaul University,IL,Private,Midwest
East-West University,IL,Private,Midwest
Elmhurst College,IL,Private,Midwest
Eureka College,IL,Private,Midwest
Greenville University,IL,Private,Midwest
Hebrew Theological College,IL,Private,Midwest
Benedictine University,IL,Private,Midwest
Illinois Wesleyan University,IL,Private,Midwest
Illinois College,IL,Private,Midwest
Illinois Institute of Technology,IL,Private,Midwest
Judson University,IL,Private,Midwest
Knox College,IL,Private,Midwest
Lake Forest College,IL,Private,Midwest
Lakeview College of Nursing,IL,Private,Midwest
Lewis University,IL,Private,Midwest
Lincoln Christian University,IL,Private,Midwest
Loyola University Chicago,IL,Private,Midwest
Trinity College of Nursing & Health Sciences,IL,Private,Midwest
MacMurray College,IL,Private,Midwest
McKendree University,IL,Private,Midwest
Methodist College,IL,Private,Midwest
Millikin University,IL,Private,Midwest
Monmouth College,IL,Private,Midwest
Moody Bible Institute,IL,Private,Midwest
National Louis University,IL,Private,Midwest
National University of Health Sciences,IL,Private,Midwest
North Central College,IL,Private,Midwest
North Park University,IL,Private,Midwest
Northwestern University,IL,Private,Midwest
Olivet Nazarene University,IL,Private,Midwest
Principia College,IL,Private,Midwest
Quincy University,IL,Private,Midwest
Robert Morris University Illinois,IL,Private,Midwest
Rockford University,IL,Private,Midwest
Roosevelt University,IL,Private,Midwest
Dominican University,IL,Private,Midwest
Rush University,IL,Private,Midwest
Saint Francis Medical Center College of Nursing,IL,Private,Midwest
University of St Francis,IL,Private,Midwest
St. John's College-Department of Nursing,IL,Private,Midwest
Saint Xavier University,IL,Private,Midwest
Saint Anthony College of Nursing,IL,Private,Midwest
Telshe Yeshiva-Chicago,IL,Private,Midwest
Trinity Christian College,IL,Private,Midwest
Trinity International University-Illinois,IL,Private,Midwest
VanderCook College of Music,IL,Private,Midwest
Resurrection University,IL,Private,Midwest
Wheaton College,IL,Private,Midwest
Anderson University,IN,Private,Midwest
Bethel College-Indiana,IN,Private,Midwest
Butler University,IN,Private,Midwest
Calumet College of Saint Joseph,IN,Private,Midwest
DePauw University,IN,Private,Midwest
Earlham College,IN,Private,Midwest
University of Evansville,IN,Private,Midwest
Franklin College,IN,Private,Midwest
Goshen College,IN,Private,Midwest
Grace College and Theological Seminary,IN,Private,Midwest
Hanover College,IN,Private,Midwest
Holy Cross College,IN,Private,Midwest
Huntington University,IN,Private,Midwest
University of Indianapolis,IN,Private,Midwest
Indiana Institute of Technology,IN,Private,Midwest
Manchester University,IN,Private,Midwest
Marian University,IN,Private,Midwest
Indiana Wesleyan University-Marion,IN,Private,Midwest
Martin University,IN,Private,Midwest
University of Notre Dame,IN,Private,Midwest
Oakland City University,IN,Private,Midwest
Rose-Hulman Institute of Technology,IN,Private,Midwest
University of Saint Francis-Fort Wayne,IN,Private,Midwest
Saint Mary-of-the-Woods College,IN,Private,Midwest
Saint Mary's College,IN,Private,Midwest
Taylor University,IN,Private,Midwest
Trine University,IN,Private,Midwest
Valparaiso University,IN,Private,Midwest
Wabash College,IN,Private,Midwest
Allen College,IA,Private,Midwest
Briar Cliff University,IA,Private,Midwest
Buena Vista University,IA,Private,Midwest
Central College,IA,Private,Midwest
Clarke University,IA,Private,Midwest
Coe College,IA,Private,Midwest
Cornell College,IA,Private,Midwest
Divine Word College,IA,Private,Midwest
Dordt College,IA,Private,Midwest
Drake University,IA,Private,Midwest
University of Dubuque,IA,Private,Midwest
Faith Baptist Bible College and Theological Seminary,IA,Private,Midwest
Graceland University-Lamoni,IA,Private,Midwest
Grand View University,IA,Private,Midwest
Grinnell College,IA,Private,Midwest
Iowa Wesleyan University,IA,Private,Midwest
Loras College,IA,Private,Midwest
Luther College,IA,Private,Midwest
Maharishi University of Management,IA,Private,Midwest
Mercy College of Health Sciences,IA,Private,Midwest
Morningside College,IA,Private,Midwest
Mount Mercy University,IA,Private,Midwest
Northwestern College,IA,Private,Midwest
Palmer College of Chiropractic,IA,Private,Midwest
Saint Ambrose University,IA,Private,Midwest
Simpson College,IA,Private,Midwest
Upper Iowa University,IA,Private,Midwest
Wartburg College,IA,Private,Midwest
William Penn University,IA,Private,Midwest
Baker University,KS,Private,Midwest
Benedictine College,KS,Private,Midwest
Bethany College,KS,Private,Midwest
Bethel College-North Newton,KS,Private,Midwest
Central Christian College of Kansas,KS,Private,Midwest
Barclay College,KS,Private,Midwest
Friends University,KS,Private,Midwest
Newman University,KS,Private,Midwest
Kansas Wesleyan University,KS,Private,Midwest
Manhattan Christian College,KS,Private,Midwest
McPherson College,KS,Private,Midwest
MidAmerica Nazarene University,KS,Private,Midwest
Ottawa University-Ottawa,KS,Private,Midwest
Ottawa University-Kansas City,KS,Private,Midwest
University of Saint Mary,KS,Private,Midwest
Southwestern College,KS,Private,Midwest
Sterling College,KS,Private,Midwest
Tabor College,KS,Private,Midwest
Alice Lloyd College,KY,Private,Southeast
Asbury University,KY,Private,Southeast
Bellarmine University,KY,Private,Southeast
Berea College,KY,Private,Southeast
Brescia University,KY,Private,Southeast
Campbellsville University,KY,Private,Southeast
Centre College,KY,Private,Southeast
Clear Creek Baptist Bible College,KY,Private,Southeast
University of the Cumberlands,KY,Private,Southeast
Georgetown College,KY,Private,Southeast
Kentucky Mountain Bible College,KY,Private,Southeast
Kentucky Wesleyan College,KY,Private,Southeast
Kentucky Christian University,KY,Private,Southeast
Lindsey Wilson College,KY,Private,Southeast
Midway University,KY,Private,Southeast
University of Pikeville,KY,Private,Southeast
The Southern Baptist Theological Seminary,KY,Private,Southeast
Spalding University,KY,Private,Southeast
Thomas More College,KY,Private,Southeast
Transylvania University,KY,Private,Southeast
Union College,KY,Private,Southeast
Centenary College of Louisiana,LA,Private,Southeast
Dillard University,LA,Private,Southeast
Louisiana College,LA,Private,Southeast
Loyola University New Orleans,LA,Private,Southeast
University of Holy Cross,LA,Private,Southeast
Franciscan Missionaries of Our Lady University,LA,Private,Southeast
Saint Joseph Seminary College,LA,Private,Southeast
Tulane University of Louisiana,LA,Private,Southeast
Xavier University of Louisiana,LA,Private,Southeast
College of the Atlantic,ME,Private,Northeast
Bates College,ME,Private,Northeast
Bowdoin College,ME,Private,Northeast
Colby College,ME,Private,Northeast
University of New England,ME,Private,Northeast
Maine College of Art,ME,Private,Northeast
Saint Joseph's College of Maine,ME,Private,Northeast
Thomas College,ME,Private,Northeast
Unity College,ME,Private,Northeast
Capitol Technology University,MD,Private,Northeast
Washington Adventist University,MD,Private,Northeast
Goucher College,MD,Private,Northeast
Hood College,MD,Private,Northeast
Johns Hopkins University,MD,Private,Northeast
Loyola University Maryland,MD,Private,Northeast
Maryland Institute College of Art,MD,Private,Northeast
Mount St. Mary's University,MD,Private,Northeast
Ner Israel Rabbinical College,MD,Private,Northeast
Notre Dame of Maryland University,MD,Private,Northeast
St. John's College,MD,Private,Northeast
Stevenson University,MD,Private,Northeast
Washington College,MD,Private,Northeast
McDaniel College,MD,Private,Northeast
Hult International Business School,MA,Private,Northeast
American International College,MA,Private,Northeast
Amherst College,MA,Private,Northeast
Anna Maria College,MA,Private,Northeast
Assumption College,MA,Private,Northeast
Babson College,MA,Private,Northeast
Boston Baptist College,MA,Private,Northeast
Bay Path University,MA,Private,Northeast
Becker College,MA,Private,Northeast
Bentley University,MA,Private,Northeast
Berklee College of Music,MA,Private,Northeast
Boston Architectural College,MA,Private,Northeast
Boston College,MA,Private,Northeast
Boston University,MA,Private,Northeast
Brandeis University,MA,Private,Northeast
Cambridge College,MA,Private,Northeast
Clark University,MA,Private,Northeast
Curry College,MA,Private,Northeast
Eastern Nazarene College,MA,Private,Northeast
Emerson College,MA,Private,Northeast
Emmanuel College,MA,Private,Northeast
Endicott College,MA,Private,Northeast
Fisher College,MA,Private,Northeast
Gordon College,MA,Private,Northeast
Hampshire College,MA,Private,Northeast
Harvard University,MA,Private,Northeast
Hebrew College,MA,Private,Northeast
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,Private,Northeast
College of the Holy Cross,MA,Private,Northeast
Lasell College,MA,Private,Northeast
Lesley University,MA,Private,Northeast
MCPHS University,MA,Private,Northeast
Massachusetts Institute of Technology,MA,Private,Northeast
Merrimack College,MA,Private,Northeast
MGH Institute of Health Professions,MA,Private,Northeast
Montserrat College of Art,MA,Private,Northeast
Mount Holyoke College,MA,Private,Northeast
The New England Conservatory of Music,MA,Private,Northeast
New England College of Optometry,MA,Private,Northeast
Nichols College,MA,Private,Northeast
Northeastern University,MA,Private,Northeast
College of Our Lady of the Elms,MA,Private,Northeast
Pine Manor College,MA,Private,Northeast
Regis College,MA,Private,Northeast
Saint John's Seminary,MA,Private,Northeast
Simmons University,MA,Private,Northeast
Smith College,MA,Private,Northeast
Springfield College,MA,Private,Northeast
Stonehill College,MA,Private,Northeast
Suffolk University,MA,Private,Northeast
Tufts University,MA,Private,Northeast
Wellesley College,MA,Private,Northeast
Wentworth Institute of Technology,MA,Private,Northeast
Western New England University,MA,Private,Northeast
Wheaton College,MA,Private,Northeast
Wheelock College,MA,Private,Northeast
Williams College,MA,Private,Northeast
Worcester Polytechnic Institute,MA,Private,Northeast
Adrian College,MI,Private,Midwest
Albion College,MI,Private,Midwest
Alma College,MI,Private,Midwest
Andrews University,MI,Private,Midwest
Aquinas College,MI,Private,Midwest
Calvin College,MI,Private,Midwest
Cleary University,MI,Private,Midwest
Concordia University-Ann Arbor,MI,Private,Midwest
College for Creative Studies,MI,Private,Midwest
Davenport University,MI,Private,Midwest
University of Detroit Mercy,MI,Private,Midwest
Kettering University,MI,Private,Midwest
Cornerstone University,MI,Private,Midwest
Great Lakes Christian College,MI,Private,Midwest
Hillsdale College,MI,Private,Midwest
Hope College,MI,Private,Midwest
Kalamazoo College,MI,Private,Midwest
Lawrence Technological University,MI,Private,Midwest
Madonna University,MI,Private,Midwest
Marygrove College,MI,Private,Midwest
Rochester College,MI,Private,Midwest
Northwood University,MI,Private,Midwest
Olivet College,MI,Private,Midwest
Kuyper College,MI,Private,Midwest
Siena Heights University,MI,Private,Midwest
Spring Arbor University,MI,Private,Midwest
Finlandia University,MI,Private,Midwest
Walsh College,MI,Private,Midwest
Augsburg University,MN,Private,Midwest
Bethany Lutheran College,MN,Private,Midwest
Bethel University,MN,Private,Midwest
Carleton College,MN,Private,Midwest
Concordia College at Moorhead,MN,Private,Midwest
Concordia University-Saint Paul,MN,Private,Midwest
Martin Luther College,MN,Private,Midwest
Gustavus Adolphus College,MN,Private,Midwest
Hamline University,MN,Private,Midwest
Macalester College,MN,Private,Midwest
Minneapolis College of Art and Design,MN,Private,Midwest
North Central University,MN,Private,Midwest
University of Northwestern-St Paul,MN,Private,Midwest
Northwestern Health Sciences University,MN,Private,Midwest
Oak Hills Christian College,MN,Private,Midwest
College of Saint Benedict,MN,Private,Midwest
Saint Johns University,MN,Private,Midwest
Saint Mary's University of Minnesota,MN,Private,Midwest
St Olaf College,MN,Private,Midwest
Crown College,MN,Private,Midwest
The College of Saint Scholastica,MN,Private,Midwest
University of St Thomas,MN,Private,Midwest
St Catherine University,MN,Private,Midwest
Belhaven University,MS,Private,Southeast
Blue Mountain College,MS,Private,Southeast
Millsaps College,MS,Private,Southeast
Mississippi College,MS,Private,Southeast
Rust College,MS,Private,Southeast
Tougaloo College,MS,Private,Southeast
William Carey University,MS,Private,Southeast
Avila University,MO,Private,Midwest
Baptist Bible College,MO,Private,Midwest
Cox College,MO,Private,Midwest
Calvary University,MO,Private,Midwest
Central Christian College of the Bible,MO,Private,Midwest
Central Methodist University-College of Liberal Arts and Sciences,MO,Private,Midwest
Cleveland University-Kansas City,KS,Private,Midwest
Columbia College,MO,Private,Midwest
Conception Seminary College,MO,Private,Midwest
Culver-Stockton College,MO,Private,Midwest
Drury University,MO,Private,Midwest
Evangel University,MO,Private,Midwest
Fontbonne University,MO,Private,Midwest
Hannibal-LaGrange University,MO,Private,Midwest
Barnes-Jewish College Goldfarb School of Nursing,MO,Private,Midwest
Kansas City Art Institute,MO,Private,Midwest
Kenrick Glennon Seminary,MO,Private,Midwest
Lindenwood University,MO,Private,Midwest
Logan University,MO,Private,Midwest
Maryville University of Saint Louis,MO,Private,Midwest
Midwestern Baptist Theological Seminary,MO,Private,Midwest
Missouri Baptist University,MO,Private,Midwest
Missouri Valley College,MO,Private,Midwest
Ozark Christian College,MO,Private,Midwest
College of the Ozarks,MO,Private,Midwest
Park University,MO,Private,Midwest
Rockhurst University,MO,Private,Midwest
Saint Louis University,MO,Private,Midwest
Saint Louis Christian College,MO,Private,Midwest
St. Louis College of Pharmacy,MO,Private,Midwest
Southwest Baptist University,MO,Private,Midwest
Saint Luke's College of Health Sciences,MO,Private,Midwest
Stephens College,MO,Private,Midwest
Washington University in St Louis,MO,Private,Midwest
Webster University,MO,Private,Midwest
Westminster College,MO,Private,Midwest
William Jewell College,MO,Private,Midwest
William Woods University,MO,Private,Midwest
Carroll College,MT,Private,West
University of Providence,MT,Private,West
Rocky Mountain College,MT,Private,West
Bellevue University,NE,Private,Midwest
Clarkson College,NE,Private,Midwest
Bryan College of Health Sciences,NE,Private,Midwest
Concordia University-Nebraska,NE,Private,Midwest
Creighton University,NE,Private,Midwest
Doane University-Arts & Sciences,NE,Private,Midwest
Hastings College,NE,Private,Midwest
Nebraska Methodist College of Nursing & Allied Health,NE,Private,Midwest
Midland University,NE,Private,Midwest
Nebraska Christian College of Hope International University,NE,Private,Midwest
Nebraska Wesleyan University,NE,Private,Midwest
Summit Christian College,NE,Private,Midwest
College of Saint Mary,NE,Private,Midwest
Union College,NE,Private,Midwest
York College,NE,Private,Midwest
Sierra Nevada College,NV,Private,West
Colby-Sawyer College,NH,Private,Northeast
Dartmouth College,NH,Private,Northeast
Franklin Pierce University,NH,Private,Northeast
Northeast Catholic College,NH,Private,Northeast
New England College,NH,Private,Northeast
Southern New Hampshire University,NH,Private,Northeast
Rivier University,NH,Private,Northeast
Saint Anselm College,NH,Private,Northeast
Thomas More College of Liberal Arts,NH,Private,Northeast
Beth Medrash Govoha,NJ,Private,Northeast
Bloomfield College,NJ,Private,Northeast
Caldwell University,NJ,Private,Northeast
Centenary University,NJ,Private,Northeast
Drew University,NJ,Private,Northeast
Fairleigh Dickinson University-Metropolitan Campus,NJ,Private,Northeast
Felician University,NJ,Private,Northeast
Fairleigh Dickinson University-Florham Campus,NJ,Private,Northeast
Georgian Court University,NJ,Private,Northeast
Monmouth University,NJ,Private,Northeast
Princeton University,NJ,Private,Northeast
Rabbinical College of America,NJ,Private,Northeast
Rider University,NJ,Private,Northeast
Saint Peter's University,NJ,Private,Northeast
Seton Hall University,NJ,Private,Northeast
College of Saint Elizabeth,NJ,Private,Northeast
Stevens Institute of Technology,NJ,Private,Northeast
Talmudical Academy-New Jersey,NJ,Private,Northeast
University of the Southwest,NM,Private,West
Adelphi University,NY,Private,Northeast
Albany College of Pharmacy and Health Sciences,NY,Private,Northeast
Alfred University,NY,Private,Northeast
Bard College,NY,Private,Northeast
Barnard College,NY,Private,Northeast
Beth Hamedrash Shaarei Yosher Institute,NY,Private,Northeast
Boricua College,NY,Private,Northeast
Canisius College,NY,Private,Northeast
Cazenovia College,NY,Private,Northeast
Central Yeshiva Tomchei Tmimim Lubavitz,NY,Private,Northeast
Clarkson University,NY,Private,Northeast
Colgate University,NY,Private,Northeast
Metropolitan College of New York,NY,Private,Northeast
Columbia University in the City of New York,NY,Private,Northeast
Concordia College-New York,NY,Private,Northeast
Cooper Union for the Advancement of Science and Art,NY,Private,Northeast
Cornell University,NY,Private,Northeast
D'Youville College,NY,Private,Northeast
Daemen College,NY,Private,Northeast
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,Private,Northeast
Dominican College of Blauvelt,NY,Private,Northeast
Elmira College,NY,Private,Northeast
Fordham University,NY,Private,Northeast
Hamilton College,NY,Private,Northeast
Hartwick College,NY,Private,Northeast
Hilbert College,NY,Private,Northeast
Hobart William Smith Colleges,NY,Private,Northeast
Hofstra University,NY,Private,Northeast
Houghton College,NY,Private,Northeast
Iona College,NY,Private,Northeast
Ithaca College,NY,Private,Northeast
Jewish Theological Seminary of America,NY,Private,Northeast
The Juilliard School,NY,Private,Northeast
Kehilath Yakov Rabbinical Seminary,NY,Private,Northeast
Keuka College,NY,Private,Northeast
Le Moyne College,NY,Private,Northeast
LIU Brooklyn,NY,Private,Northeast
Long Island University,NY,Private,Northeast
LIU Brentwood,NY,Private,Northeast
Machzikei Hadath Rabbinical College,NY,Private,Northeast
Manhattan College,NY,Private,Northeast
Manhattan School of Music,NY,Private,Northeast
Manhattanville College,NY,Private,Northeast
Marist College,NY,Private,Northeast
Marymount Manhattan College,NY,Private,Northeast
Medaille College,NY,Private,Northeast
Mercy College,NY,Private,Northeast
Mesivta Torah Vodaath Rabbinical Seminary,NY,Private,Northeast
Mesivtha Tifereth Jerusalem of America,NY,Private,Northeast
Mirrer Yeshiva Cent Institute,NY,Private,Northeast
Molloy College,NY,Private,Northeast
Mount Saint Mary College,NY,Private,Northeast
College of Mount Saint Vincent,NY,Private,Northeast
Nazareth College,NY,Private,Northeast
The New School,NY,Private,Northeast
New York University,NY,Private,Northeast
Niagara University,NY,Private,Northeast
New York Institute of Technology,NY,Private,Northeast
New York School of Interior Design,NY,Private,Northeast
Nyack College,NY,Private,Northeast
Pace University,NY,Private,Northeast
Paul Smiths College of Arts and Science,NY,Private,Northeast
Davis College,NY,Private,Northeast
Pratt Institute-Main,NY,Private,Northeast
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,Private,Northeast
Rabbinical College Bobover Yeshiva Bnei Zion,NY,Private,Northeast
Rabbinical Seminary of America,NY,Private,Northeast
Rensselaer Polytechnic Institute,NY,Private,Northeast
Roberts Wesleyan College,NY,Private,Northeast
Rochester Institute of Technology,NY,Private,Northeast
University of Rochester,NY,Private,Northeast
The Sage Colleges,NY,Private,Northeast
St Bonaventure University,NY,Private,Northeast
St Francis College,NY,Private,Northeast
St Lawrence University,NY,Private,Northeast
The College of Saint Rose,NY,Private,Northeast
St. Thomas Aquinas College,NY,Private,Northeast
